"","Name","Class","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"3005","Karthus","Mage","JUNGLE","C",40.53,"2.52",0.5065,0.5895,0.0263,0.0638,2.5,"13_14"
"3006","Kassadin","Assassin","MID","B",43.51,"-2.36",0.4994,0.9623,0.0185,0.0267,2.56,"13_14"
"3007","Katarina","Assassin","MID","S",60.4,"-4.4",0.4979,0.9585,0.0726,0.1004,2.31,"13_14"
"3008","Kayle","Fighter","TOP","A",51.71,"-8.2",0.5174,0.829,0.0339,0.02,1.84,"13_14"
"3009","Kayle","Fighter","MID","C",41.5,"-5.69",0.521,0.1477,0.0046,0.02,2.22,"13_14"
"3010","Kayn","Fighter","JUNGLE","God",84.39,"0.82",0.5165,0.9493,0.1028,0.1121,2.49,"13_14"
"3011","Kennen","Mage","TOP","B",43.65,"4.9",0.4916,0.809,0.0184,0.0147,1.97,"13_14"
"3012","Kennen","Mage","MID","C",39.12,"1.57",0.5069,0.155,0.0034,0.0126,2.34,"13_14"
"3013","Kha'Zix","Assassin","JUNGLE","God",90.2,"0.27",0.5134,0.9922,0.1049,0.1767,2.65,"13_14"
"3014","Kindred","Marksman","JUNGLE","S",57.3,"-16.36",0.5135,0.9668,0.0515,0.1446,2.38,"13_14"
"3015","Kled","Fighter","TOP","A",50.92,"2.66",0.5211,0.9083,0.0199,0.0124,2.28,"13_14"
"3016","Kog'Maw","Marksman","ADC","B",45.48,"2.96",0.5246,0.9028,0.0191,0.0123,2.21,"13_14"
"3017","LeBlanc","Assassin","MID","S",58.52,"-7.5",0.4907,0.909,0.057,0.1752,2.78,"13_14"
"3018","Lee Sin","Fighter","JUNGLE","God",88.54,"-2.5",0.4856,0.9391,0.1278,0.07,2.71,"13_14"
"3019","Leona","Tank","SUPPORT","S",58.95,"1.4",0.5138,0.9908,0.06,0.0365,2.42,"13_14"
"3020","Lillia","Fighter","JUNGLE","A",48.71,"-2.34",0.5176,0.8892,0.0358,0.0161,2.83,"13_14"
"3021","Lissandra","Mage","MID","S",61.84,"14.34",0.5138,0.9427,0.0679,0.0484,2.56,"13_14"
"3022","Lucian","Marksman","ADC","C",42.22,"-3.41",0.4819,0.9065,0.0572,0.0129,2.21,"13_14"
"3023","Lulu","Support","SUPPORT","S",57.41,"-1.63",0.4834,0.979,0.0653,0.0593,2.87,"13_14"
"3024","Lux","Mage","SUPPORT","God",78.29,"-6.52",0.4947,0.6631,0.1136,0.0976,2.33,"13_14"
"3025","Lux","Mage","MID","S",57.12,"-3.67",0.5064,0.3001,0.0486,0.0976,2.89,"13_14"
"3026","Malphite","Tank","TOP","God",66.58,"-16.47",0.523,0.7478,0.0627,0.1292,2.56,"13_14"
"3027","Malphite","Tank","MID","B",44.02,"-2.9",0.5129,0.1202,0.0104,0.1292,2.59,"13_14"
"3028","Malphite","Tank","SUPPORT","D",30.97,"0.93",0.4739,0.103,0.0087,0.1308,1.94,"13_14"
"3029","Malzahar","Mage","MID","A",49.21,"-2.57",0.5071,0.8786,0.0355,0.0503,2.31,"13_14"
"3030","Maokai","Tank","JUNGLE","A",54.53,"2.14",0.533,0.634,0.0369,0.0109,3.12,"13_14"
"3031","Maokai","Tank","TOP","B",46.69,"3.09",0.5115,0.1254,0.0073,0.0105,2.43,"13_14"
"3032","Maokai","Tank","SUPPORT","B",43.63,"-2.9",0.5241,0.2408,0.013,0.0109,2.34,"13_14"
"3033","Master Yi","Assassin","JUNGLE","S",61.1,"-10.78",0.4967,0.9225,0.0669,0.157,2.07,"13_14"
"3034","Milio","Support","SUPPORT","A",53.63,"-27.52",0.4736,0.9951,0.0541,0.0999,3.16,"13_14"
"3035","Miss Fortune","Marksman","ADC","A",54.11,"-6.33",0.5166,0.919,0.1039,0.0376,2.29,"13_14"
"3036","Mordekaiser","Fighter","TOP","S",55.01,"-17.77",0.4918,0.8752,0.0574,0.0916,1.83,"13_14"
"3037","Morgana","Mage","SUPPORT","S",58.4,"-5.73",0.4924,0.9066,0.0547,0.2247,2.33,"13_14"
"3038","Naafiri","NULL","MID","God",81.88,"999NEW",0.5203,0.4485,0.0756,0.4621,2.25,"13_14"
"3039","Naafiri","NULL","JUNGLE","God",80.51,"999NEW",0.4517,0.4376,0.0783,0.4621,2.24,"13_14"
"3040","Nami","Support","SUPPORT","B",47.21,"-5.61",0.4813,0.9955,0.041,0.0033,2.87,"13_14"
"3041","Nasus","Fighter","TOP","S",55.04,"-11.21",0.513,0.8198,0.0456,0.0488,1.93,"13_14"
"3042","Nasus","Fighter","MID","B",45.67,"3.17",0.5401,0.1172,0.0048,0.0488,2.34,"13_14"
"3043","Nautilus","Tank","SUPPORT","God",92.69,"4.88",0.5139,0.9765,0.135,0.1606,2.33,"13_14"
"3044","Neeko","Mage","MID","A",50.33,"-3.77",0.5143,0.5057,0.0296,0.0849,2.58,"13_14"
"3045","Neeko","Mage","SUPPORT","B",44.58,"-0.16",0.5132,0.3787,0.0233,0.0849,2.06,"13_14"
"3046","Nidalee","Assassin","JUNGLE","S",59.61,"5.56",0.5047,0.9257,0.0571,0.0666,3.07,"13_14"
"3047","Nilah","Marksman","ADC","B",45.85,"0.13",0.5209,0.9757,0.0253,0.0428,2.26,"13_14"
"3048","Nocturne","Assassin","JUNGLE","A",53.99,"-2.45",0.521,0.9439,0.0458,0.0393,2.66,"13_14"
"3049","Nunu","Tank","JUNGLE","B",43.88,"1.83",0.5019,0.9044,0.0336,0.0083,2.84,"13_14"
"3050","Olaf","Fighter","TOP","A",50.97,"2.18",0.5267,0.8699,0.0259,0.0335,1.79,"13_14"
"3051","Olaf","Fighter","JUNGLE","D",25.82,"2.87",0.5033,0.1064,0.0027,0.0335,2.21,"13_14"
"3052","Orianna","Mage","MID","A",49.24,"-1.32",0.5172,0.9064,0.0236,0.002,2.78,"13_14"
"3053","Ornn","Tank","TOP","S",56.73,"-3.44",0.5134,0.942,0.0423,0.0088,2.5,"13_14"
"3054","Pantheon","Fighter","MID","A",50.15,"0.21",0.531,0.3037,0.0245,0.0471,2.34,"13_14"
"3055","Pantheon","Fighter","TOP","B",46.38,"-2.87",0.4946,0.3399,0.0249,0.0471,2.01,"13_14"
"3056","Pantheon","Fighter","SUPPORT","D",35.08,"-1.39",0.4744,0.271,0.0217,0.0471,1.83,"13_14"
"3057","Poppy","Tank","TOP","A",50.73,"0.99",0.5136,0.4405,0.0254,0.0341,2.18,"13_14"
"3058","Poppy","Tank","JUNGLE","B",45.08,"0.69",0.5186,0.4606,0.0257,0.0341,2.95,"13_14"
"3059","Pyke","Support","SUPPORT","God",70.9,"3.79",0.5011,0.9602,0.0943,0.1167,2.18,"13_14"
"3060","Qiyana","Assassin","MID","B",46.67,"-0.74",0.5013,0.872,0.0333,0.0138,2.24,"13_14"
"3061","Quinn","Marksman","TOP","B",47.42,"-1.65",0.5133,0.8184,0.0194,0.0151,1.91,"13_14"
"3062","Rakan","Support","SUPPORT","God",79.99,"9.08",0.5263,0.9903,0.1052,0.0332,2.95,"13_14"
"3063","Rammus","Tank","JUNGLE","B",45.3,"-4.33",0.521,0.8419,0.0216,0.0712,3.16,"13_14"
"3064","Rammus","Tank","TOP","C",42.07,"11.63",0.5167,0.1212,0.0028,0.0736,1.63,"13_14"
"3065","Rek'Sai","Fighter","JUNGLE","S",58.79,"-10.45",0.5336,0.9454,0.0422,0.1323,2.83,"13_14"
"3066","Rell","Tank","SUPPORT","God",78.43,"-2.38",0.528,0.9253,0.0837,0.1638,2.84,"13_14"
"3067","Renata Glasc","Support","SUPPORT","B",43.19,"-1.39",0.5083,0.9921,0.0168,0.0046,2.65,"13_14"
"3068","Renekton","Fighter","TOP","God",65.78,"-11.83",0.5064,0.918,0.0869,0.0552,1.96,"13_14"
"3069","Rengar","Assassin","JUNGLE","A",53.46,"-9.23",0.506,0.8068,0.0461,0.1746,2.42,"13_14"
"3070","Rengar","Assassin","TOP","B",46.08,"6.12",0.5139,0.1675,0.0094,0.1746,2.03,"13_14"
"3071","Riven","Fighter","TOP","A",51.9,"-3.6",0.4983,0.9197,0.047,0.0153,1.85,"13_14"
"3072","Rumble","Fighter","TOP","A",49.3,"3.79",0.4949,0.7019,0.0336,0.0269,2.1,"13_14"
"3073","Rumble","Fighter","MID","B",45.54,"-1.7",0.5294,0.1718,0.0082,0.0269,2.5,"13_14"
"3074","Rumble","Fighter","JUNGLE","D",24.56,"-6.64",0.4787,0.1044,0.0052,0.0269,2.79,"13_14"
"3075","Ryze","Mage","TOP","C",41.99,"6.28",0.5044,0.1727,0.0035,0.0022,1.99,"13_14"
"3076","Ryze","Mage","MID","C",40.8,"-4.79",0.4925,0.8048,0.0178,0.0022,2.34,"13_14"
"3077","Samira","Marksman","ADC","S",58.62,"1.58",0.4985,0.9788,0.1405,0.2313,2.22,"13_14"
"3078","Sejuani","Tank","JUNGLE","B",47.48,"-2.43",0.4997,0.8786,0.0364,0.0062,3.33,"13_14"
"3079","Senna","Marksman","SUPPORT","S",57.65,"-5.01",0.5048,0.9372,0.0614,0.02,2.5,"13_14"
"3080","Seraphine","Mage","ADC","A",51.78,"2.57",0.5409,0.2361,0.0126,0.0111,3,"13_14"
"3081","Seraphine","Mage","SUPPORT","A",48.86,"-3.47",0.4994,0.6717,0.0403,0.0111,2.46,"13_14"
"3082","Sett","Fighter","TOP","S",55.66,"-9.69",0.5004,0.8174,0.0618,0.0277,1.68,"13_14"
"3083","Shaco","Assassin","JUNGLE","S",64.03,"5.16",0.497,0.7679,0.0644,0.1754,2.74,"13_14"
"3084","Shaco","Assassin","SUPPORT","C",42.27,"6.24",0.5104,0.1661,0.0141,0.1754,2.3,"13_14"
"3085","Shen","Tank","TOP","A",52.67,"-4.93",0.4995,0.8524,0.0271,0.0042,2.95,"13_14"
"3086","Shen","Tank","SUPPORT","D",31.02,"0.41",0.4724,0.1091,0.0036,0.0044,2.52,"13_14"
"3087","Shyvana","Fighter","JUNGLE","A",52.9,"21.55",0.5327,0.7005,0.0391,0.017,2.65,"13_14"
"3088","Shyvana","Fighter","TOP","B",47.04,"19.03",0.5289,0.2734,0.0151,0.017,1.56,"13_14"
"3089","Singed","Tank","TOP","A",49.76,"9.6",0.5264,0.7713,0.0156,0.0038,2.12,"13_14"
"3090","Singed","Tank","MID","A",48.8,"-0.08",0.5467,0.1193,0.0026,0.0037,2.87,"13_14"
"3091","Sion","Tank","TOP","A",50.09,"-6.91",0.4939,0.8069,0.0484,0.0259,1.57,"13_14"
"3092","Sion","Tank","MID","D",36.15,"0.26",0.5144,0.1068,0.0063,0.0276,1.3,"13_14"
"3093","Sivir","Marksman","ADC","B",45.93,"3.03",0.5116,0.9771,0.0322,0.0056,2.46,"13_14"
"3094","Skarner","Fighter","TOP","C",39.15,"8.54",0.4841,0.1773,0.0013,0.0015,2.23,"13_14"
"3095","Skarner","Fighter","JUNGLE","C",37.7,"-0.4",0.531,0.7484,0.0066,0.0015,2.81,"13_14"
"3096","Sona","Support","SUPPORT","A",49.7,"-3.45",0.5146,0.9838,0.0298,0.0016,2.83,"13_14"
"3097","Soraka","Support","SUPPORT","S",58.56,"-1.79",0.5173,0.971,0.0537,0.0164,2.79,"13_14"
"3098","Swain","Mage","ADC","A",51.87,"0.98",0.5445,0.1346,0.0062,0.0285,3.03,"13_14"
"3099","Swain","Mage","MID","A",50.43,"0.9",0.5398,0.2344,0.0121,0.0264,2.86,"13_14"
"3100","Swain","Mage","SUPPORT","B",47.56,"-1.89",0.5035,0.5552,0.0353,0.0264,2.32,"13_14"
"3101","Sylas","Mage","MID","A",52.18,"-3.48",0.496,0.5715,0.0522,0.0733,2.19,"13_14"
"3102","Sylas","Mage","JUNGLE","D",36.61,"-2.83",0.4874,0.3034,0.0282,0.0733,2.46,"13_14"
"3103","Syndra","Mage","MID","A",54.48,"-1.84",0.5066,0.9186,0.0538,0.0289,2.31,"13_14"
"3104","Tahm Kench","Support","TOP","B",47.52,"8.8",0.5038,0.6657,0.0155,0.0072,2.43,"13_14"
"3105","Tahm Kench","Support","SUPPORT","D",32.41,"-2.45",0.4814,0.2598,0.0056,0.0072,2.28,"13_14"
"3106","Taliyah","Mage","MID","B",44.75,"-0.12",0.518,0.6138,0.0155,0.0036,2.34,"13_14"
"3107","Taliyah","Mage","JUNGLE","D",32.65,"-0.63",0.5117,0.2708,0.0062,0.0036,2.76,"13_14"
"3108","Talon","Assassin","MID","A",51.75,"-0.63",0.5119,0.7249,0.0413,0.026,2.35,"13_14"
"3109","Talon","Assassin","JUNGLE","D",32.23,"-1.15",0.4981,0.2484,0.0145,0.026,2.54,"13_14"
"3110","Taric","Support","SUPPORT","A",48.53,"1.09",0.5266,0.9377,0.0194,0.0045,2.85,"13_14"
"3111","Teemo","Marksman","TOP","A",50.77,"-8.07",0.509,0.7024,0.0363,0.0547,1.7,"13_14"
"3112","Teemo","Marksman","SUPPORT","D",35.35,"4.53",0.5067,0.1129,0.0059,0.0591,1.74,"13_14"
"3113","Thresh","Support","SUPPORT","God",90.59,"-0.49",0.5067,0.9818,0.1466,0.0594,2.58,"13_14"
"3114","Tristana","Marksman","MID","A",50.44,"3.23",0.5103,0.3986,0.0427,0.0404,2.02,"13_14"
"3115","Tristana","Marksman","ADC","B",45.07,"0.79",0.4943,0.5672,0.0607,0.0404,2.24,"13_14"
"3116","Trundle","Fighter","TOP","C",41.14,"5.85",0.5072,0.3748,0.0088,0.0076,1.49,"13_14"
"3117","Trundle","Fighter","JUNGLE","D",36.55,"-2.52",0.5127,0.5813,0.0147,0.0071,2.7,"13_14"
"3118","Tryndamere","Fighter","TOP","B",45.79,"5.54",0.5081,0.8279,0.0191,0.0175,1.79,"13_14"
"3119","Twisted Fate","Mage","MID","C",42.25,"-1.73",0.4886,0.9081,0.0265,0.0026,2.26,"13_14"
"3120","Twitch","Marksman","ADC","A",47.99,"1.77",0.5177,0.8002,0.0432,0.0352,2.4,"13_14"
"3121","Twitch","Marksman","SUPPORT","D",33.55,"0.3",0.4909,0.123,0.0064,0.0352,2.03,"13_14"
"3122","Udyr","Fighter","JUNGLE","C",38.76,"-0.36",0.5094,0.8139,0.0225,0.0168,2.55,"13_14"
"3123","Udyr","Fighter","TOP","D",36.06,"3.88",0.4778,0.1589,0.0046,0.0168,1.7,"13_14"
"3124","Urgot","Fighter","TOP","A",48.5,"2.21",0.5138,0.9267,0.0205,0.007,2.04,"13_14"
"3125","Varus","Marksman","ADC","B",46.26,"1.06",0.5041,0.881,0.0565,0.0114,2.26,"13_14"
"3126","Vayne","Marksman","ADC","B",47.54,"3.29",0.5133,0.8227,0.0607,0.0395,2.09,"13_14"
"3127","Vayne","Marksman","TOP","C",38.47,"2.96",0.4878,0.1489,0.0103,0.0395,1.53,"13_14"
"3128","Veigar","Mage","MID","A",49.6,"-4.99",0.5019,0.7356,0.041,0.0299,2.28,"13_14"
"3129","Veigar","Mage","ADC","B",46.32,"7.06",0.5323,0.1454,0.0068,0.0299,2.37,"13_14"
"3130","Vel'Koz","Mage","MID","C",42.78,"-1.33",0.5142,0.3084,0.0067,0.0035,2.6,"13_14"
"3131","Vel'Koz","Mage","SUPPORT","C",41.21,"-0.11",0.5111,0.645,0.0165,0.0035,2.09,"13_14"
"3132","Vex","Mage","MID","B",46.04,"-4.17",0.5018,0.9363,0.0285,0.0309,2.36,"13_14"
"3133","Vi","Fighter","JUNGLE","D",36.5,"-5.68",0.4861,0.9515,0.0325,0.0131,2.29,"13_14"
"3134","Viego","Assassin","JUNGLE","God",71.99,"1.66",0.4961,0.9554,0.0977,0.0261,2.49,"13_14"
"3135","Viktor","Mage","MID","A",52.69,"-1.44",0.5193,0.939,0.0413,0.024,2.28,"13_14"
"3136","Vladimir","Mage","MID","A",49.19,"-5.46",0.5029,0.7692,0.0362,0.0527,2.43,"13_14"
"3137","Vladimir","Mage","TOP","A",47.69,"13.16",0.519,0.2093,0.0096,0.0527,2.24,"13_14"
"3138","Volibear","Fighter","TOP","B",44.79,"7.83",0.4909,0.6949,0.028,0.0075,1.74,"13_14"
"3139","Volibear","Fighter","JUNGLE","D",31.63,"-2.05",0.5032,0.2713,0.0104,0.0075,2.59,"13_14"
"3140","Warwick","Fighter","TOP","B",44.51,"8.24",0.5087,0.3269,0.0129,0.0388,1.83,"13_14"
"3141","Warwick","Fighter","JUNGLE","B",44.42,"-5.49",0.5034,0.6932,0.0393,0.0419,2.2,"13_14"
"3142","Wukong","Fighter","TOP","B",44.78,"11.19",0.5129,0.2059,0.0058,0.0089,2.12,"13_14"
"3143","Wukong","Fighter","JUNGLE","D",34.75,"-4.04",0.4943,0.7553,0.0206,0.0089,2.65,"13_14"
"3144","Xayah","Marksman","ADC","S",56.08,"3.7",0.508,0.9935,0.1278,0.058,2.38,"13_14"
"3145","Xerath","Mage","SUPPORT","S",59.91,"6.88",0.5183,0.5703,0.0554,0.0797,2.58,"13_14"
"3146","Xerath","Mage","MID","S",58.65,"10.45",0.5274,0.3989,0.0365,0.0797,3.32,"13_14"
"3147","Xin Zhao","Fighter","JUNGLE","D",36.72,"-1.47",0.5151,0.8534,0.0191,0.0032,2.27,"13_14"
"3148","Yasuo","Fighter","MID","God",72.13,"-13.02",0.4861,0.6955,0.1097,0.1848,1.76,"13_14"
"3149","Yasuo","Fighter","TOP","B",43.9,"0.14",0.4816,0.1876,0.0284,0.1848,1.53,"13_14"
"3150","Yasuo","Fighter","ADC","C",41.27,"1.17",0.5077,0.1035,0.0151,0.1848,1.98,"13_14"
"3151","Yone","Assassin","MID","S",56.21,"-1.81",0.5021,0.5458,0.0659,0.0668,1.91,"13_14"
"3152","Yone","Assassin","TOP","A",51.43,"-5.77",0.4965,0.4223,0.048,0.0668,1.64,"13_14"
"3153","Yorick","Fighter","TOP","B",47.63,"-1.19",0.5127,0.889,0.0276,0.0361,1.52,"13_14"
"3154","Yuumi","Support","SUPPORT","S",58.72,"-10.32",0.4591,0.9887,0.0637,0.1029,4.15,"13_14"
"3155","Zac","Tank","JUNGLE","A",52.55,"-0.81",0.5213,0.7084,0.0316,0.0231,3.67,"13_14"
"3156","Zac","Tank","TOP","A",50.68,"6.37",0.5215,0.1455,0.0071,0.0231,2.85,"13_14"
"3157","Zac","Tank","SUPPORT","C",40.33,"999NEW",0.5147,0.1083,0.0047,0.0223,2.66,"13_14"
"3158","Zed","Assassin","MID","God",91.92,"1.08",0.5109,0.8679,0.119,0.3252,2.29,"13_14"
"3159","Zeri","Marksman","ADC","C",42.48,"2.59",0.4917,0.9364,0.0387,0.0156,2.32,"13_14"
"3160","Ziggs","Mage","ADC","B",47.52,"6.12",0.5304,0.4117,0.0111,0.0032,2.57,"13_14"
"3161","Ziggs","Mage","MID","C",42.43,"-1.22",0.5034,0.4705,0.014,0.0032,2.5,"13_14"
"3162","Ziggs","Mage","SUPPORT","D",33.12,"2.03",0.4958,0.1135,0.0031,0.0031,1.99,"13_14"
"3163","Zilean","Support","MID","A",49.87,"-2.15",0.5378,0.1106,0.0024,0.0068,3.41,"13_14"
"3164","Zilean","Support","SUPPORT","B",44.76,"-0.45",0.5042,0.8441,0.0193,0.0069,3,"13_14"
"3165","Zoe","Mage","MID","B",44.9,"-4.91",0.4894,0.8614,0.0279,0.0171,2.64,"13_14"
"3166","Zoe","Mage","SUPPORT","D",31.08,"-1.14",0.4828,0.1137,0.0036,0.0176,2.06,"13_14"
"3167","Zyra","Mage","SUPPORT","S",56.11,"9.47",0.5317,0.8554,0.0459,0.0289,2.16,"13_14"
"3168","Aatrox","Fighter","TOP","God",89.5,"-5.02",0.4889,0.9333,0.129,0.2055,1.79,"13_15"
"3169","Ahri","Mage","MID","S",67.99,"-3.5",0.5111,0.9534,0.0927,0.0492,2.65,"13_15"
"3170","Akali","Assassin","MID","A",52.09,"1.06",0.4905,0.7771,0.0509,0.0637,2.36,"13_15"
"3171","Akali","Assassin","TOP","C",38.69,"-2.76",0.4763,0.2129,0.0131,0.0637,2.12,"13_15"
"3172","Akshan","Marksman","MID","B",46.31,"0",0.5059,0.6882,0.025,0.0435,2.15,"13_15"
"3173","Akshan","Marksman","TOP","C",40.45,"-3.98",0.5023,0.2228,0.0078,0.0415,1.91,"13_15"
"3174","Alistar","Tank","SUPPORT","S",62.93,"2.31",0.513,0.9687,0.067,0.0283,2.52,"13_15"
"3175","Amumu","Tank","JUNGLE","C",41.59,"2.25",0.5089,0.6577,0.0254,0.0149,2.65,"13_15"
"3176","Amumu","Tank","SUPPORT","C",37.04,"-3.6",0.5043,0.3289,0.0097,0.0149,2.06,"13_15"
"3177","Anivia","Mage","MID","B",46.11,"-1.55",0.4924,0.7701,0.0233,0.0225,2.72,"13_15"
"3178","Anivia","Mage","SUPPORT","D",22.85,"-4.08",0.4415,0.1572,0.0045,0.0223,2.07,"13_15"
"3179","Annie","Mage","MID","B",43.57,"-2.23",0.4941,0.7623,0.0196,0.0134,2.34,"13_15"
"3180","Annie","Mage","SUPPORT","D",36.33,"-3.41",0.5062,0.195,0.0049,0.0137,2.23,"13_15"
"3181","Aphelios","Marksman","ADC","C",40.51,"-1.42",0.4841,0.9809,0.0628,0.0133,1.97,"13_15"
"3182","Ashe","Marksman","ADC","S",66.68,"6.61",0.5302,0.9066,0.147,0.0797,2.46,"13_15"
"3183","Aurelion Sol","Mage","MID","A",50.19,"0.27",0.5106,0.8898,0.0277,0.0254,2.68,"13_15"
"3184","Azir","Mage","MID","B",45.56,"-0.26",0.4795,0.9294,0.0409,0.0097,2.11,"13_15"
"3185","Bard","Support","SUPPORT","B",45.3,"1.73",0.5061,0.9674,0.0217,0.0031,2.87,"13_15"
"3186","Bel'Veth","Fighter","JUNGLE","B",42.91,"-0.31",0.5053,0.8541,0.0313,0.049,2.43,"13_15"
"3187","Blitzcrank","Tank","SUPPORT","God",74.69,"-4.09",0.5006,0.9769,0.0834,0.2345,2.33,"13_15"
"3188","Brand","Mage","SUPPORT","C",40.7,"0.14",0.4932,0.7422,0.0281,0.0285,1.73,"13_15"
"3189","Brand","Mage","MID","D",33.51,"-1.97",0.4666,0.1702,0.0066,0.0308,1.91,"13_15"
"3190","Braum","Support","SUPPORT","A",50.42,"0.51",0.5036,0.9878,0.0375,0.0078,2.77,"13_15"
"3191","Caitlyn","Marksman","ADC","A",48.96,"3.85",0.4831,0.946,0.1075,0.0565,2.13,"13_15"
"3192","Camille","Fighter","TOP","S",57.95,"9.14",0.5177,0.9484,0.0484,0.0262,2,"13_15"
"3193","Cassiopeia","Mage","MID","B",46.42,"-1.8",0.5129,0.7106,0.021,0.0239,2.17,"13_15"
"3194","Cassiopeia","Mage","TOP","B",44.64,"-0.69",0.528,0.1694,0.0052,0.0239,1.96,"13_15"
"3195","Cassiopeia","Mage","ADC","B",44.62,"999NEW",0.5399,0.1072,0.0033,0.0239,2.4,"13_15"
"3196","Cho'Gath","Tank","TOP","B",46.95,"-7.23",0.5041,0.6121,0.0233,0.0091,2.08,"13_15"
"3197","Cho'Gath","Tank","MID","B",42.84,"-3.37",0.5087,0.232,0.0067,0.0091,2.38,"13_15"
"3198","Corki","Marksman","MID","C",36.59,"-1.09",0.4759,0.8925,0.0082,0.0013,2.15,"13_15"
"3199","Darius","Fighter","TOP","God",72.32,"6.91",0.5094,0.9431,0.0813,0.1807,1.87,"13_15"
"3200","Diana","Fighter","JUNGLE","A",53.66,"-5.71",0.5061,0.7442,0.0538,0.0232,2.47,"13_15"
"3201","Diana","Fighter","MID","A",48.34,"2.38",0.5281,0.2369,0.0178,0.0232,2.22,"13_15"
"3202","Dr. Mundo","Marksman","TOP","A",50.25,"3.41",0.5267,0.8852,0.0224,0.0203,1.95,"13_15"
"3203","Draven","Fighter","ADC","B",46.19,"-0.67",0.499,0.9619,0.0602,0.1986,2.1,"13_15"
"3204","Ekko","Assassin","JUNGLE","A",50.68,"1.28",0.5076,0.6488,0.0444,0.0246,2.68,"13_15"
"3205","Ekko","Assassin","MID","B",44.16,"0.77",0.4981,0.324,0.0209,0.0246,2.23,"13_15"
"3206","Elise","Mage","JUNGLE","D",34.12,"0.52",0.4805,0.9354,0.0232,0.0177,2.62,"13_15"
"3207","Evelynn","Assassin","JUNGLE","S",58.87,"0.84",0.5111,0.9763,0.052,0.1061,2.95,"13_15"
"3208","Ezreal","Marksman","ADC","God",74.81,"10.16",0.5082,0.953,0.2159,0.0915,2.55,"13_15"
"3209","Fiddlesticks","Mage","JUNGLE","A",51.35,"3.35",0.524,0.8016,0.0363,0.0385,2.8,"13_15"
"3210","Fiddlesticks","Mage","SUPPORT","C",37.43,"-0.63",0.5159,0.1162,0.005,0.0366,2.03,"13_15"
"3211","Fiora","Fighter","TOP","S",59.12,"-0.02",0.5073,0.9801,0.0561,0.1301,1.69,"13_15"
"3212","Fizz","Assassin","MID","S",56.59,"-1.71",0.5097,0.9549,0.0537,0.0841,2.39,"13_15"
"3213","Galio","Tank","MID","B",44.03,"-2.01",0.496,0.7058,0.015,0.0025,2.63,"13_15"
"3214","Galio","Tank","SUPPORT","D",36.33,"-0.54",0.5048,0.2385,0.0046,0.0026,2.32,"13_15"
"3215","Gangplank","Fighter","TOP","A",53.44,"1.08",0.5005,0.8599,0.0447,0.0419,1.97,"13_15"
"3216","Gangplank","Fighter","MID","B",45.42,"3.6",0.5262,0.1287,0.0069,0.0431,2.27,"13_15"
"3217","Garen","Fighter","TOP","S",62.31,"6.27",0.5134,0.883,0.063,0.0249,2.03,"13_15"
"3218","Gnar","Fighter","TOP","C",41.37,"-2.92",0.482,0.9683,0.0236,0.0042,1.84,"13_15"
"3219","Gragas","Fighter","JUNGLE","B",42.58,"-2.34",0.4934,0.5029,0.0333,0.0213,2.75,"13_15"
"3220","Gragas","Fighter","MID","C",39.89,"999NEW",0.4912,0.101,0.0067,0.0213,2.38,"13_15"
"3221","Gragas","Fighter","TOP","C",39.25,"-2.97",0.4693,0.3289,0.0219,0.0213,1.96,"13_15"
"3222","Graves","Marksman","JUNGLE","God",71.27,"-3.47",0.5096,0.925,0.084,0.0506,2.66,"13_15"
"3223","Gwen","Fighter","TOP","A",54.12,"5",0.504,0.8972,0.0498,0.0249,1.73,"13_15"
"3224","Hecarim","Fighter","JUNGLE","S",58.81,"6.76",0.4965,0.9921,0.0624,0.0941,2.61,"13_15"
"3225","Heimerdinger","Mage","MID","B",42.36,"3.09",0.5168,0.203,0.0079,0.0206,1.91,"13_15"
"3226","Heimerdinger","Mage","TOP","C",41.52,"0.55",0.5153,0.2359,0.0085,0.0206,1.65,"13_15"
"3227","Heimerdinger","Mage","SUPPORT","C",38.77,"1.83",0.5033,0.4997,0.0167,0.0202,1.88,"13_15"
"3228","Illaoi","Fighter","TOP","A",55.53,"1.55",0.5197,0.9477,0.045,0.1176,1.43,"13_15"
"3229","Irelia","Fighter","TOP","A",49.37,"-3.64",0.4877,0.521,0.0424,0.1148,1.63,"13_15"
"3230","Irelia","Fighter","MID","B",47.25,"-0.75",0.4963,0.4628,0.0375,0.1148,1.8,"13_15"
"3231","Ivern","Support","JUNGLE","B",45.35,"-10.29",0.5148,0.8398,0.0193,0.0229,3.6,"13_15"
"3232","Ivern","Support","SUPPORT","D",33.64,"999NEW",0.4908,0.1051,0.0021,0.02,2.55,"13_15"
"3233","Janna","Support","SUPPORT","S",56.45,"-3.23",0.5175,0.9882,0.0415,0.0163,3.15,"13_15"
"3234","Jarvan IV","Tank","JUNGLE","God",71.43,"8.16",0.5194,0.9342,0.0746,0.0264,3.33,"13_15"
"3235","Jax","Fighter","TOP","S",63.85,"1.98",0.5018,0.8621,0.0699,0.1417,1.69,"13_15"
"3236","Jax","Fighter","JUNGLE","D",29.88,"5.2",0.5028,0.1083,0.008,0.1417,2.19,"13_15"
"3237","Jayce","Fighter","TOP","A",52.31,"0.9",0.492,0.5636,0.0491,0.0329,1.81,"13_15"
